EL1: Electronic Ladder,A1: DNA-1,B1: DNA-2,C1: DNA-3,D1: RNA-1,E1: RNA-2,F1: RNA-3,G1: RNA-4,H1: RNA-5
83.67835,6.795224,9.913445,12.04279,10.42153,2.470909,2.305785,2.534232,10.2262
83.07722,6.748033,9.919912,11.16311,9.874878,3.042614,2.761907,2.951088,11.6287
82.81445,6.895232,9.871175,10.5137,9.813424,3.180329,3.332603,3.357466,12.14627
83.71478,6.695751,9.831043,9.979029,9.924819,3.20078,3.895108,3.828014,13.07709
85.59646,6.64621,10.36588,9.638981,10.173,3.41429,4.605564,4.362742,13.86652
88.81346,6.864116,11.54226,9.628093,10.40011,3.92872,5.192613,5.040278,14.24723
91.24297,7.304683,13.21858,9.494871,11.02024,4.50857,5.641256,5.880408,14.89236
97.97063,8.041348,14.86379,9.44238,11.52285,4.989063,6.018421,6.566259,15.15241
125.3911,8.971555,15.98547,9.291403,11.94531,5.638981,6.736468,7.306218,15.9876
195.0206,10.14687,16.45113,9.578199,12.96124,6.149574,7.434597,7.888264,16.13145
349.2362,10.7739,16.57233,10.49266,13.89229,6.837782,8.433564,8.726225,16.7763
613.9883,11.52289,16.71825,10.99415,14.8606,7.797436,9.710402,9.632883,17.35506
999.8707,12.26868,16.67012,11.12286,15.67474,8.858482,11.02673,10.8589,18.39875
1429.437,13.13662,17.00128,10.87556,17.04528,10.03771,12.20344,12.51432,19.65281
1799.875,14.26958,17.66715,10.89505,18.68336,11.24778,13.47681,14.12501,20.95013
2020.03,15.66203,18.9285,11.2221,19.8224,12.47408,14.9118,16.08311,22.94779
2053.386,17.5083,20.77894,12.08848,21.22041,14.0947,16.45037,18.16649,25.29253
1934.687,19.36446,23.118,14.12323,22.81022,16.25264,18.81879,20.45913,28.28916
1757.065,21.44614,25.60236,16.75251,24.7459,18.59252,21.76886,22.56907,32.12928
1554.418,23.4643,28.1149,19.56605,27.32244,21.2242,24.98388,24.89007,36.54452
1343.634,25.83015,30.74147,22.51018,30.49323,24.20911,28.44712,27.74898,40.4946
1127.323,29.5805,34.01518,26.32079,35.04074,27.85036,32.99635,31.65543,43.43528
901.8741,34.5231,38.32718,31.058,40.57631,33.1066,37.82904,37.81291,46.5805
692.3242,39.9621,43.79184,36.06254,46.96569,39.30362,42.44899,45.64487,50.24054
529.2231,47.24875,50.15031,41.63614,54.02523,46.46764,48.51965,55.08467,55.89813
411.7808,55.53041,57.48243,48.61208,62.32301,54.24984,57.66526,65.63497,62.40663
329.5119,65.05883,67.69038,57.83875,72.48297,63.6008,70.69291,77.54074,71.93018
275.33,78.30254,81.1322,71.70618,87.13232,76.86145,87.40496,92.77981,85.16155
241.5848,94.97932,99.17538,91.48142,105.2852,94.85994,110.9961,111.434,101.6015
218.2643,116.0492,122.2594,118.7108,129.2554,119.0781,138.4597,134.5981,122.4502
201.8967,141.1239,149.2605,152.4011,156.1891,149.1804,168.8089,163.0974,146.0199
189.5484,169.4156,179.8932,187.2922,187.0163,182.7798,201.7859,195.6542,172.535
181.3564,198.2857,209.555,219.9454,215.9284,216.311,234.1274,226.9229,198.015
175.6978,224.6758,236.1655,246.8863,242.2286,245.666,263.2164,252.2141,220.5349
171.8805,249.0519,256.2717,268.8942,265.6803,268.2392,288.1796,271.854,239.0818
170.7684,266.9332,271.4893,283.6286,284.6382,284.3743,309.6387,281.8247,253.6869
172.6783,278.4367,283.9284,292.2763,300.6331,294.4503,323.566,288.1998,263.572
178.6039,283.6505,292.2076,295.1882,313.2401,300.1036,331.5828,296.7102,268.9914
190.7727,295.4474,299.1826,299.2636,335.6224,305.759,340.3302,311.5119,276.2206
229.1948,344.7595,318.5644,328.1499,382.9577,329.8339,382.2264,355.4813,321.6323
339.4003,503.7917,397.8648,439.4856,518.5751,442.1189,515.204,489.2147,486.6329
634.0167,867.6971,614.9105,765.1091,837.5468,747.0903,873.3557,867.8016,855.6904
1221.308,1470.194,1097.114,1370.471,1397.262,1315.616,1534.986,1526.695,1505.258
2141.219,2328.881,1849.368,2262.091,2255.204,2203.38,2470.766,2482.083,2463.938
3227.184,3326.74,2835.438,3337.707,3285.536,3260.937,3523.722,3551.994,3551.729
4204.011,4244.709,3862.491,4305.751,4260.678,4254.401,4431.293,4461.674,4487.427
4859.749,4831.808,4663.978,4898.22,4854.808,4855.841,4946.198,4938.183,4941.95
4961.524,4998.555,4991.725,4919.546,4961.092,4969.454,4898.104,4869.874,4859.818
4697.93,4745.116,4787.285,4510.768,4573.86,4587.421,4435.449,4368.271,4308.237
4249.682,4108.383,4185.499,3803.623,3827.686,3857.112,3698.409,3596.411,3457.72
3757.385,3324.183,3350.685,3011.747,2953.628,3012.373,2920.81,2810.395,2595.529
3237.868,2534.992,2520.249,2288.997,2158.163,2224.614,2208.423,2111.912,1871.827
2712.926,1843.811,1806.203,1703.587,1518.198,1570.3,1646.465,1544.205,1342.016
2151.77,1282.706,1270.839,1230.768,1024.448,1055.881,1196.013,1104.574,941.1906
1587.301,883.0275,869.3063,844.3195,683.8572,692.517,840.1655,754.6387,651.4852
1103.831,625.8576,588.054,586.4835,463.0776,450.0516,585.1416,491.7585,463.8861
766.2327,452.1292,404.709,417.9465,330.1432,296.5282,395.7753,313.7852,333.9555
521.8495,343.8504,292.1891,311.0539,251.0867,214.6423,275.2275,215.9523,249.913
364.3054,263.8193,221.091,237.6524,195.7308,161.3459,198.4225,155.7823,197.4818
256.5908,202.9521,172.0368,186.4576,153.3692,127.579,146.9542,120.9351,154.869
189.9053,159.4429,136.59,153.2728,123.3339,104.9297,116.2764,99.50739,123.697
147.3761,125.8349,112.7006,126.4873,100.669,91.86112,97.68446,84.24831,99.65845
119.2976,101.827,95.10252,106.8489,84.43922,83.40423,85.97168,73.26358,82.30731
101.0217,85.64458,83.03744,93.06897,73.32842,77.17624,77.71473,62.7751,71.8635
88.16663,73.15089,73.68199,83.0403,67.55618,70.54144,70.322,52.06888,64.85007
76.93024,63.47971,66.64413,74.80844,62.31455,63.36089,62.80435,43.0961,60.64566
66.44038,56.35793,60.92114,67.62173,58.68313,55.39217,55.77449,36.16853,57.61148
58.18572,50.38649,56.20205,61.64373,56.22282,47.75203,49.62168,31.68565,54.63145
51.66859,46.61166,52.2951,57.15252,53.59153,41.48274,45.40817,28.37324,52.03196
46.47125,43.32197,49.06229,53.6482,50.04265,36.71161,43.13022,25.55905,49.87221
42.08004,41.42764,47.26627,51.13081,46.22047,33.28247,42.31209,22.9915,47.94805
36.52186,39.51585,45.22801,50.00591,42.23604,29.97156,43.57172,20.61819,46.16484
31.59983,38.17638,43.9103,48.54608,38.30289,27.35205,44.76013,18.48122,44.83502
28.20555,38.14896,42.58685,47.09593,34.06652,24.41914,44.25832,16.46635,43.81517
25.34906,38.79701,40.75259,45.26093,30.13417,21.84207,41.06031,15.10857,43.7981
23.23538,39.64458,38.88226,42.48014,26.34287,19.6328,36.6339,14.55338,43.5701
20.93957,40.13189,36.68274,39.23759,22.85766,18.06149,31.4856,14.22737,44.60801
18.21417,40.11022,34.45635,35.75996,19.66089,16.82936,26.28816,14.40201,45.64268
15.4403,38.83223,31.51003,32.72361,16.5451,15.62398,22.74771,14.68535,46.42977
12.98746,36.90689,29.37398,28.83426,14.46797,14.66793,20.48866,14.45606,47.44456
11.95267,35.52913,27.58708,25.99675,12.8444,13.58146,18.87771,13.91698,48.46333
11.40891,34.36419,25.89512,23.00852,11.49861,12.60221,17.82667,13.23558,49.47489
9.841163,32.65368,24.44708,19.35213,10.63732,11.8701,17.88669,12.6409,51.21201
7.919872,30.28995,23.82436,16.66914,10.29029,11.13385,17.99449,11.72034,53.68772
5.911477,27.74455,23.07627,15.03517,9.723358,10.73109,17.81578,10.83175,55.1754
3.538109,25.29176,22.15197,13.923,9.282453,10.69131,17.63206,10.31107,56.82701
2.163637,23.08718,21.14418,12.90624,9.062122,10.81961,16.72963,9.756686,58.69872
1.467447,21.00772,19.59549,12.06089,8.509602,10.69982,15.47564,9.170264,60.76107
1.483395,19.24481,17.67262,11.11287,7.823784,10.60561,14.29511,8.501016,62.22167
0.7762638,18.04537,15.84048,9.768943,7.140617,10.45735,13.52311,7.615495,63.70554
0.209297,17.07479,14.61436,8.843796,7.068386,9.850126,12.75566,6.608244,65.49831
0,15.88483,13.6593,8.207276,6.879833,9.385151,11.99985,5.617499,66.64703
0,15.3198,12.78987,7.980518,6.819869,9.161345,11.61853,5.088267,68.42067
0,15.29489,11.96253,7.440955,6.997048,9.106773,11.18724,4.854023,69.61021
0,14.97568,11.66589,6.854792,7.169195,8.870251,10.7457,4.735374,70.84055
0.009283464,14.77556,11.19963,6.164275,7.078325,8.771601,10.18501,4.507443,71.21884
0.03498901,14.89653,10.90939,5.762845,7.164905,8.392848,9.771186,4.221143,71.22742
0.513912,14.74494,10.69674,5.493124,7.434677,7.645062,9.143651,3.973678,71.1595
0.6811901,13.70993,10.36147,5.345992,6.996806,7.070213,8.306477,3.837052,70.71581
0.7838674,12.64385,9.875026,5.17562,6.544822,6.666646,7.606251,3.515546,70.25227
0.3933266,11.78289,9.244603,4.372967,6.231435,6.420824,7.39674,3.331972,68.99313
0,10.83682,9.16919,4.50115,5.787711,6.381199,7.273425,3.279806,67.7359
0,10.03661,8.705943,4.590387,5.402814,6.23433,7.23227,2.999638,65.34989
0,9.173348,8.506826,4.596688,5.220986,6.160964,7.291464,2.765153,63.05683
0,0,8.314966,4.243842,4.693352,6.269923,7.295095,0.156664,60.90594
0.4896502,0,8.286753,3.413257,3.741585,6.223579,0,0,59.69032
0.4377621,0,8.24775,2.214717,2.693355,6.364593,0,0,58.9351
0.2346331,0,0,0.5577377,2.016057,6.436155,0,0,57.57686
0.1803256,0,0,0.09698133,1.046669,6.537705,0,0,56.26812
0.09139259,0,0,0.235191,0.5180082,0.846741,0,0,54.40451
0,0,0,0.4626081,0.07786622,0,0,0,52.75874
0,0,0,1.114947,0.2726629,0,0,0,51.47957
0,0,0,1.116811,0.3510862,0,0,0,51.40189
0,0,0,1.32824,0.3321504,0,0,0,51.45237
0,0,0,1.53075,0.6216873,0,0,0,51.57194
0,0,0,2.015456,0.9104983,0,0,0,52.21798
0,0,0,0.6203001,1.397822,0,0,0,53.67761
0,0,0,0,0,0,0,0,55.55274
0,0,0,0,0,0,0,0,56.84492
0,0,0,0,0,0,0,0,26.44766
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
