reporter	best_category	count
ASBL_4	PCR_chimera	2
ASBL_5	full_length	539
ASBL_5	ambiguous_deletion	6
ASBL_5	PCR_chimera	2
ASBL_6	full_length	455
ASBL_6	ambiguous_deletion	50
ASBL_6	PCR_chimera	31
ASBL_6	spacer_not_cloned	3
ASBL_7	full_length	487
ASBL_7	PCR_chimera	20
ASBL_7	spacer_not_cloned	13
ASBL_7	ambiguous_deletion	8
ASBL_8	full_length	205
ASBL_8	PCR_chimera	78
ASBL_8	ambiguous_deletion	3
ASBL_9	full_length	293
ASBL_9	PCR_chimera	74
ASBL_9	ambiguous_deletion	40
ASBL_9	spacer_not_cloned	15
ASBS_1	full_length	605
ASBS_1	ambiguous_deletion	9
ASBS_1	PCR_chimera	8
ASBS_10	full_length	76
ASBS_10	spacer_not_cloned	7
ASBS_10	ambiguous_deletion	1
ASBS_2	full_length	131
ASBS_2	spacer_not_cloned	15
ASBS_2	PCR_chimera	3
ASBS_2	ambiguous_deletion	2
ASBS_3	full_length	142
ASBS_3	ambiguous_deletion	18
ASBS_3	PCR_chimera	16
ASBS_4	full_length	788
ASBS_4	PCR_chimera	80
ASBS_4	PRE-SPACER_mispriming	11
ASBS_4	ambiguous_deletion	11
ASBS_5	full_length	80
ASBS_5	PCR_chimera	31
ASBS_5	spacer_not_cloned	11
ASBS_5	ambiguous_deletion	2
ASBS_6	full_length	83
ASBS_6	ambiguous_deletion	3
ASBS_7	full_length	1019
ASBS_7	PCR_chimera	105
ASBS_7	ambiguous_deletion	39
ASBS_7	spacer_not_cloned	22
ASBS_8	full_length	15
ASBS_8	spacer_not_cloned	1
ASBS_9	full_length	215
ASBS_9	spacer_not_cloned	62
ASBS_9	ambiguous_deletion	26
ASBS_9	PCR_chimera	24
ASBp_1	full_length	402
ASBp_1	ambiguous_deletion	6
ASBp_1	PCR_chimera	4
ASBp_10	full_length	501
ASBp_10	ambiguous_deletion	7
ASBp_10	PCR_chimera	3
ASBp_2	full_length	316
ASBp_2	PCR_chimera	8
ASBp_2	ambiguous_deletion	8
ASBp_3	full_length	55
ASBp_3	ambiguous_deletion	6
ASBp_4	full_length	41
ASBp_4	ambiguous_deletion	38
ASBp_4	PCR_chimera	28
ASBp_5	full_length	453
ASBp_5	PCR_chimera	58
ASBp_5	ambiguous_deletion	14
ASBp_6	full_length	1244
ASBp_6	ambiguous_deletion	414
ASBp_6	PCR_chimera	199
ASBp_6	spacer_not_cloned	1
ASBp_7	full_length	130
ASBp_7	spacer_not_cloned	8
ASBp_7	ambiguous_deletion	2
ASBp_7	PCR_chimera	1
ASBp_8	full_length	577
ASBp_8	PCR_chimera	54
ASBp_8	ambiguous_deletion	13
ASBp_8	spacer_not_cloned	6
ASBp_9	full_length	829
ASBp_9	PCR_chimera	165
ASBp_9	ambiguous_deletion	18
ASBp_9	spacer_not_cloned	7
ASBp_9	RE_not_cloned	1
ASLA_1	full_length	1861
ASLA_1	PCR_chimera	101
ASLA_1	ambiguous_deletion	70
ASLA_1	spacer_not_cloned	24
ASLA_10	spacer_not_cloned	85
ASLA_10	full_length	34
ASLA_10	PCR_chimera	1
ASLA_2	full_length	870
ASLA_2	ambiguous_deletion	99
ASLA_2	spliced-TTGTTT_178_CAGAGG_196	51
ASLA_2	spacer_not_cloned	15
ASLA_2	PCR_chimera	2
ASLA_3	full_length	599
ASLA_3	PCR_chimera	6
ASLA_3	ambiguous_deletion	2
ASLA_4	full_length	168
ASLA_4	ambiguous_deletion	3
ASLA_4	PCR_chimera	2
ASLA_5	full_length	434
ASLA_5	spacer_not_cloned	8
ASLA_5	PCR_chimera	2
ASLA_5	ambiguous_deletion	1
ASLA_6	full_length	395
ASLA_6	PCR_chimera	4
ASLA_7	full_length	1272
ASLA_7	ambiguous_deletion	261
ASLA_7	PCR_chimera	30
ASLA_7	spacer_not_cloned	4
ASLA_8	full_length	463
ASLA_8	PCR_chimera	6
ASLA_8	ambiguous_deletion	2
ASLA_9	full_length	996
ASLA_9	ambiguous_deletion	78
ASLA_9	spacer_not_cloned	18
ASLA_9	PCR_chimera	8
ASLB_1	full_length	87
ASLB_1	ambiguous_deletion	3
ASLB_10	ambiguous_deletion	120
ASLB_10	full_length	107
ASLB_10	PCR_chimera	1
ASLB_2	full_length	245
ASLB_2	spacer_not_cloned	19
ASLB_2	PCR_chimera	7
ASLB_2	ambiguous_deletion	3
ASLB_3	full_length	764
ASLB_3	PCR_chimera	122
ASLB_3	ambiguous_deletion	29
ASLB_4	full_length	292
ASLB_4	PCR_chimera	7
ASLB_4	ambiguous_deletion	5
ASLB_5	full_length	288
ASLB_5	spacer_not_cloned	35
ASLB_5	PCR_chimera	4
ASLB_5	ambiguous_deletion	2
ASLB_6	full_length	806
ASLB_6	ambiguous_deletion	40
ASLB_6	PCR_chimera	27
ASLB_6	spacer_not_cloned	25
ASLB_7	full_length	392
ASLB_7	ambiguous_deletion	9
ASLB_7	PCR_chimera	2
ASLB_8	full_length	111
ASLB_8	spacer_not_cloned	49
ASLB_8	ambiguous_deletion	38
ASLB_8	PCR_chimera	31
ASLB_9	full_length	69
ASLB_9	spacer_not_cloned	8
ASLB_9	PCR_chimera	2
ASLB_9	ambiguous_deletion	1
ASLL_1	full_length	246
ASLL_1	ambiguous_deletion	38
ASLL_1	spacer_not_cloned	8
ASLL_1	PCR_chimera	1
ASLL_1	PRE-SPACER_mispriming	1
ASLL_10	full_length	349
ASLL_10	PCR_chimera	15
ASLL_10	ambiguous_deletion	2
ASLL_2	full_length	421
ASLL_2	ambiguous_deletion	16
ASLL_2	PCR_chimera	4
ASLL_3	full_length	197
ASLL_3	spacer_not_cloned	4
ASLL_3	PCR_chimera	2
ASLL_3	ambiguous_deletion	2
ASLL_4	full_length	1001
ASLL_4	PCR_chimera	189
ASLL_4	spacer_not_cloned	43
ASLL_4	ambiguous_deletion	39
ASLL_5	full_length	47
ASLL_5	spacer_not_cloned	16
ASLL_5	PCR_chimera	3
ASLL_5	ambiguous_deletion	3
ASLL_6	full_length	71
ASLL_6	spacer_not_cloned	24
ASLL_6	PCR_chimera	3
ASLL_6	ambiguous_deletion	1
ASLL_7	full_length	418
ASLL_7	ambiguous_deletion	49
ASLL_7	spacer_not_cloned	15
ASLL_7	PCR_chimera	13
ASLL_8	full_length	312
ASLL_8	ambiguous_deletion	59
ASLL_8	spacer_not_cloned	39
ASLL_8	PCR_chimera	24
ASLL_9	full_length	993
ASLL_9	spacer_not_cloned	32
ASLL_9	PCR_chimera	8
ASLL_9	ambiguous_deletion	4
ASLS_1	full_length	176
ASLS_1	PCR_chimera	2
ASLS_1	ambiguous_deletion	2
ASLS_1	spacer_not_cloned	1
ASLS_10	full_length	23
ASLS_10	PCR_chimera	4
ASLS_2	full_length	138
ASLS_2	spacer_not_cloned	1
ASLS_3	full_length	479
ASLS_3	PCR_chimera	158
ASLS_3	spacer_not_cloned	16
ASLS_3	ambiguous_deletion	6
ASLS_4	full_length	1301
ASLS_4	PCR_chimera	438
ASLS_4	ambiguous_deletion	26
ASLS_4	spacer_not_cloned	2
ASLS_5	full_length	440
ASLS_5	spacer_not_cloned	64
ASLS_5	PCR_chimera	8
ASLS_5	ambiguous_deletion	2
ASLS_6	full_length	290
ASLS_6	PCR_chimera	4
ASLS_6	ambiguous_deletion	1
ASLS_6	spacer_not_cloned	1
ASLS_7	full_length	1004
ASLS_7	ambiguous_deletion	18
ASLS_7	PCR_chimera	13
ASLS_7	spacer_not_cloned	13
ASLS_8	full_length	145
ASLS_8	spacer_not_cloned	34
ASLS_8	PCR_chimera	6
ASLS_8	ambiguous_deletion	6
ASLS_9	full_length	227
ASLS_9	PCR_chimera	132
ASLS_9	ambiguous_deletion	29
ASLp_1	full_length	425
ASLp_1	spacer_not_cloned	17
ASLp_1	ambiguous_deletion	3
ASLp_1	PCR_chimera	2
ASLp_10	full_length	171
ASLp_10	PCR_chimera	21
ASLp_2	full_length	115
ASLp_2	PCR_chimera	55
ASLp_2	spacer_not_cloned	24
ASLp_2	ambiguous_deletion	1
ASLp_3	full_length	1466
ASLp_3	PCR_chimera	181
ASLp_3	ambiguous_deletion	6
ASLp_4	full_length	2050
ASLp_4	PCR_chimera	53
ASLp_4	spacer_not_cloned	50
ASLp_4	ambiguous_deletion	12
ASLp_5	full_length	48
ASLp_5	PCR_chimera	17
ASLp_5	spacer_not_cloned	2
ASLp_5	ambiguous_deletion	1
ASLp_6	full_length	408
ASLp_6	spacer_not_cloned	29
ASLp_6	PCR_chimera	14
ASLp_6	ambiguous_deletion	3
ASLp_7	full_length	242
ASLp_7	ambiguous_deletion	32
ASLp_7	PCR_chimera	3
ASLp_8	full_length	164
ASLp_8	spacer_not_cloned	10
ASLp_8	PCR_chimera	7
ASLp_8	ambiguous_deletion	1
ASLp_9	full_length	366
ASLp_9	PCR_chimera	88
ASLp_9	ambiguous_deletion	6
ASSA_1	full_length	685
ASSA_1	ambiguous_deletion	253
ASSA_1	PCR_chimera	38
ASSA_10	full_length	89
ASSA_10	spacer_not_cloned	27
ASSA_2	full_length	1185
ASSA_2	PCR_chimera	20
ASSA_2	spacer_not_cloned	17
ASSA_2	ambiguous_deletion	15
ASSA_3	full_length	1056
ASSA_3	spacer_not_cloned	36
ASSA_3	PCR_chimera	28
ASSA_3	ambiguous_deletion	14
ASSA_4	full_length	361
ASSA_4	PCR_chimera	146
ASSA_4	spacer_not_cloned	24
ASSA_4	ambiguous_deletion	3
ASSA_5	full_length	348
ASSA_5	PCR_chimera	25
ASSA_5	ambiguous_deletion	3
ASSA_6	full_length	187
ASSA_6	spacer_not_cloned	48
ASSA_6	PCR_chimera	5
ASSA_6	ambiguous_deletion	1
ASSA_7	full_length	488
ASSA_7	spacer_not_cloned	153
ASSA_7	ambiguous_deletion	5
ASSA_7	PCR_chimera	3
ASSA_8	full_length	1052
ASSA_8	spacer_not_cloned	139
ASSA_8	PCR_chimera	11
ASSA_8	ambiguous_deletion	4
ASSA_9	full_length	1378
ASSA_9	ambiguous_deletion	235
ASSA_9	PCR_chimera	63
ASSA_9	spacer_not_cloned	63
ASSB_1	full_length	166
ASSB_1	PCR_chimera	6
ASSB_1	spacer_not_cloned	5
ASSB_1	ambiguous_deletion	3
ASSB_10	full_length	966
ASSB_10	ambiguous_deletion	52
ASSB_10	PCR_chimera	17
ASSB_2	full_length	71
ASSB_2	spacer_not_cloned	44
ASSB_2	PCR_chimera	1
ASSB_2	ambiguous_deletion	1
ASSB_3	full_length	267
ASSB_3	PCR_chimera	11
ASSB_3	ambiguous_deletion	5
ASSB_4	full_length	46
ASSB_4	ambiguous_deletion	3
ASSB_5	full_length	434
ASSB_5	ambiguous_deletion	9
ASSB_5	spacer_not_cloned	5
ASSB_5	PCR_chimera	4
ASSB_6	full_length	719
ASSB_6	ambiguous_deletion	51
ASSB_6	spacer_not_cloned	24
ASSB_6	PCR_chimera	15
ASSB_7	full_length	405
ASSB_7	PCR_chimera	232
ASSB_7	spacer_not_cloned	37
ASSB_7	ambiguous_deletion	12
ASSB_8	full_length	500
ASSB_8	PCR_chimera	122
ASSB_8	ambiguous_deletion	30
ASSB_8	spacer_not_cloned	11
ASSB_9	full_length	1271
ASSB_9	PCR_chimera	124
ASSB_9	ambiguous_deletion	14
ASSB_9	spacer_not_cloned	2
ASSL_1	full_length	368
ASSL_1	ambiguous_deletion	21
ASSL_1	PCR_chimera	4
ASSL_10	full_length	415
ASSL_10	ambiguous_deletion	5
ASSL_10	PCR_chimera	4
ASSL_2	full_length	148
ASSL_2	PCR_chimera	12
ASSL_2	spacer_not_cloned	11
ASSL_2	ambiguous_deletion	2
ASSL_3	full_length	431
ASSL_3	spacer_not_cloned	7
ASSL_3	ambiguous_deletion	5
ASSL_3	PCR_chimera	3
ASSL_4	full_length	155
ASSL_4	PCR_chimera	16
ASSL_4	spacer_not_cloned	8
ASSL_4	ambiguous_deletion	2
ASSL_5	full_length	125
ASSL_5	ambiguous_deletion	1
ASSL_6	full_length	294
ASSL_6	PCR_chimera	43
ASSL_6	spacer_not_cloned	36
ASSL_6	ambiguous_deletion	3
ASSL_7	full_length	46
ASSL_8	full_length	212
ASSL_8	PCR_chimera	18
ASSL_8	ambiguous_deletion	1
ASSL_9	full_length	971
ASSL_9	PCR_chimera	33
ASSL_9	spacer_not_cloned	31
ASSL_9	ambiguous_deletion	5
ASSS_1	full_length	83
ASSS_1	spacer_not_cloned	38
ASSS_1	PCR_chimera	10
ASSS_10	full_length	344
ASSS_10	spacer_not_cloned	25
ASSS_10	PCR_chimera	10
ASSS_10	ambiguous_deletion	6
ASSS_2	full_length	286
ASSS_2	PCR_chimera	77
ASSS_2	ambiguous_deletion	4
ASSS_3	full_length	929
ASSS_3	spacer_not_cloned	38
ASSS_3	PCR_chimera	31
ASSS_3	RE_not_cloned	19
ASSS_3	ambiguous_deletion	15
ASSS_4	full_length	75
ASSS_4	ambiguous_deletion	2
ASSS_4	PCR_chimera	1
ASSS_4	spacer_not_cloned	1
ASSS_5	full_length	44
ASSS_5	spacer_not_cloned	42
ASSS_5	PCR_chimera	8
ASSS_6	full_length	6
ASSS_7	full_length	207
ASSS_7	PCR_chimera	25
ASSS_7	ambiguous_deletion	1
ASSS_8	full_length	204
ASSS_8	PCR_chimera	5
ASSS_8	ambiguous_deletion	5
ASSS_8	spacer_not_cloned	2
ASSS_9	full_length	281
ASSS_9	PCR_chimera	43
ASSS_9	ambiguous_deletion	4
ASSp_1	full_length	707
ASSp_1	spacer_not_cloned	48
ASSp_1	PCR_chimera	20
ASSp_1	ambiguous_deletion	2
ASSp_10	full_length	145
ASSp_10	PCR_chimera	63
ASSp_10	spacer_not_cloned	22
ASSp_10	ambiguous_deletion	1
ASSp_2	full_length	486
ASSp_2	PCR_chimera	6
ASSp_2	ambiguous_deletion	5
ASSp_2	PRE-SPACER_mispriming	1
ASSp_3	full_length	144
ASSp_3	PCR_chimera	92
ASSp_3	ambiguous_deletion	11
ASSp_3	spacer_not_cloned	6
ASSp_4	full_length	21
ASSp_4	PCR_chimera	1
ASSp_5	full_length	740
ASSp_5	PCR_chimera	167
ASSp_5	spacer_not_cloned	46
ASSp_5	ambiguous_deletion	10
ASSp_6	full_length	481
ASSp_6	PCR_chimera	62
ASSp_6	ambiguous_deletion	8
ASSp_6	spacer_not_cloned	6
ASSp_7	full_length	148
ASSp_8	full_length	36
ASSp_8	spacer_not_cloned	22
ASSp_8	PCR_chimera	1
ASSp_9	full_length	75
ASSp_9	spacer_not_cloned	22
ASSp_9	PCR_chimera	9
ASSp_9	ambiguous_deletion	1
ASpA_1	full_length	1237
ASpA_1	ambiguous_deletion	48
ASpA_1	PCR_chimera	44
ASpA_1	spacer_not_cloned	22
ASpA_10	full_length	2672
ASpA_10	ambiguous_deletion	256
ASpA_10	spacer_not_cloned	60
ASpA_10	PCR_chimera	46
ASpA_2	full_length	483
ASpA_2	PCR_chimera	4
ASpA_2	ambiguous_deletion	4
ASpA_3	full_length	1360
ASpA_3	PCR_chimera	257
ASpA_3	ambiguous_deletion	256
ASpA_3	spacer_not_cloned	1
ASpA_4	full_length	2435
ASpA_4	ambiguous_deletion	290
ASpA_4	spacer_not_cloned	77
ASpA_4	PCR_chimera	28
ASpA_5	full_length	380
ASpA_5	spacer_not_cloned	120
ASpA_5	PCR_chimera	30
ASpA_5	ambiguous_deletion	15
ASpA_6	full_length	2369
ASpA_6	ambiguous_deletion	25
ASpA_6	PCR_chimera	18
ASpA_6	spacer_not_cloned	17
ASpA_7	full_length	3441
ASpA_7	PCR_chimera	23
ASpA_7	ambiguous_deletion	11
ASpA_7	PRE-SPACER_mispriming	1
ASpA_8	full_length	970
ASpA_8	spacer_not_cloned	25
ASpA_8	PCR_chimera	17
ASpA_8	ambiguous_deletion	8
ASpA_9	ambiguous_deletion	49
ASpA_9	full_length	41
ASpA_9	PCR_chimera	19
ASpB_1	full_length	66
ASpB_1	spacer_not_cloned	36
ASpB_1	PCR_chimera	1
ASpB_10	full_length	571
ASpB_10	PCR_chimera	143
ASpB_10	ambiguous_deletion	10
ASpB_10	spacer_not_cloned	4
ASpB_2	full_length	153
ASpB_2	spacer_not_cloned	22
ASpB_2	ambiguous_deletion	3
ASpB_2	PCR_chimera	1
ASpB_3	full_length	422
ASpB_3	ambiguous_deletion	38
ASpB_3	PCR_chimera	17
ASpB_4	full_length	1654
ASpB_4	PCR_chimera	177
ASpB_4	ambiguous_deletion	27
ASpB_4	PRE-SPACER_mispriming	13
ASpB_4	spacer_not_cloned	4
ASpB_5	full_length	123
ASpB_5	PCR_chimera	5
ASpB_5	spacer_not_cloned	1
ASpB_6	full_length	382
ASpB_6	PCR_chimera	201
ASpB_6	ambiguous_deletion	13
ASpB_7	full_length	1231
ASpB_7	PCR_chimera	61
ASpB_7	ambiguous_deletion	22
ASpB_7	spacer_not_cloned	5
ASpB_8	full_length	224
ASpB_8	PCR_chimera	8
ASpB_8	ambiguous_deletion	1
ASpB_9	full_length	459
ASpB_9	PCR_chimera	13
ASpB_9	ambiguous_deletion	7
ASpB_9	spacer_not_cloned	3
ASpL_1	full_length	234
ASpL_1	PCR_chimera	7
ASpL_1	ambiguous_deletion	1
ASpL_10	full_length	472
ASpL_10	ambiguous_deletion	2
ASpL_10	PCR_chimera	1
ASpL_2	full_length	271
ASpL_2	spacer_not_cloned	10
ASpL_2	ambiguous_deletion	6
ASpL_2	PCR_chimera	3
ASpL_3	full_length	1125
ASpL_3	PCR_chimera	189
ASpL_3	spacer_not_cloned	79
ASpL_3	ambiguous_deletion	37
ASpL_4	full_length	437
ASpL_4	ambiguous_deletion	3
ASpL_4	PCR_chimera	2
ASpL_5	full_length	654
ASpL_5	PCR_chimera	5
ASpL_5	ambiguous_deletion	4
ASpL_6	ambiguous_deletion	1682
ASpL_6	full_length	308
ASpL_6	spacer_not_cloned	25
ASpL_6	PCR_chimera	14
ASpL_6	PRE-SPACER_mispriming	3
ASpL_7	full_length	759
ASpL_7	ambiguous_deletion	13
ASpL_7	spacer_not_cloned	9
ASpL_7	PCR_chimera	5
ASpL_8	full_length	592
ASpL_8	spacer_not_cloned	23
ASpL_8	ambiguous_deletion	8
ASpL_8	PCR_chimera	4
ASpL_9	full_length	372
ASpL_9	PCR_chimera	42
ASpL_9	spacer_not_cloned	12
ASpL_9	ambiguous_deletion	2
ASpS_1	full_length	479
ASpS_1	spacer_not_cloned	89
ASpS_1	ambiguous_deletion	15
ASpS_1	PCR_chimera	3
ASpS_10	full_length	265
ASpS_10	spacer_not_cloned	10
ASpS_10	PCR_chimera	4
ASpS_10	ambiguous_deletion	4
ASpS_2	full_length	393
ASpS_2	spacer_not_cloned	15
ASpS_2	PCR_chimera	5
ASpS_2	ambiguous_deletion	5
ASpS_3	full_length	454
ASpS_3	PCR_chimera	198
ASpS_3	ambiguous_deletion	7
ASpS_4	full_length	100
ASpS_4	PCR_chimera	36
ASpS_4	ambiguous_deletion	18
ASpS_4	spacer_not_cloned	16
ASpS_5	full_length	151
ASpS_5	spacer_not_cloned	8
ASpS_5	PCR_chimera	1
ASpS_5	ambiguous_deletion	1
ASpS_6	full_length	360
ASpS_6	ambiguous_deletion	6
ASpS_6	PCR_chimera	3
ASpS_7	full_length	65
ASpS_7	PCR_chimera	17
ASpS_7	ambiguous_deletion	16
ASpS_7	spacer_not_cloned	11
ASpS_8	full_length	927
ASpS_8	spacer_not_cloned	30
ASpS_8	ambiguous_deletion	12
ASpS_8	PCR_chimera	6
ASpS_9	full_length	932
ASpS_9	ambiguous_deletion	14
ASpS_9	PCR_chimera	8
ASpp_1	full_length	341
ASpp_1	PCR_chimera	6
ASpp_1	ambiguous_deletion	6
ASpp_10	full_length	838
ASpp_10	PCR_chimera	10
ASpp_10	ambiguous_deletion	9
ASpp_2	full_length	117
ASpp_2	spacer_not_cloned	56
ASpp_2	PCR_chimera	2
ASpp_2	ambiguous_deletion	2
ASpp_3	full_length	409
ASpp_3	ambiguous_deletion	18
ASpp_3	PCR_chimera	4
ASpp_3	spacer_not_cloned	3
ASpp_4	full_length	427
ASpp_4	PCR_chimera	54
ASpp_4	ambiguous_deletion	3
ASpp_5	full_length	905
ASpp_5	ambiguous_deletion	10
ASpp_5	PCR_chimera	8
ASpp_5	spacer_not_cloned	7
ASpp_6	full_length	109
ASpp_6	PCR_chimera	2
ASpp_7	full_length	817
ASpp_7	spacer_not_cloned	14
ASpp_7	PCR_chimera	10
ASpp_7	ambiguous_deletion	6
ASpp_8	full_length	137
ASpp_8	spacer_not_cloned	40
ASpp_8	PCR_chimera	5
ASpp_8	ambiguous_deletion	1
ASpp_9	full_length	897
ASpp_9	ambiguous_deletion	55
ASpp_9	PCR_chimera	12
ApAA_1	full_length	33
ApAA_1	PCR_chimera	12
ApAA_10	full_length	399
ApAA_10	ambiguous_deletion	70
ApAA_10	PCR_chimera	68
ApAA_2	full_length	66
ApAA_2	spacer_not_cloned	25
ApAA_2	PCR_chimera	3
ApAA_2	ambiguous_deletion	2
ApAA_3	full_length	597
ApAA_3	ambiguous_deletion	48
ApAA_3	PCR_chimera	5
ApAA_4	full_length	157
ApAA_4	spacer_not_cloned	9
ApAA_4	PCR_chimera	4
ApAA_4	ambiguous_deletion	2
ApAA_5	full_length	1987
ApAA_5	PCR_chimera	126
ApAA_5	ambiguous_deletion	8
ApAA_6	full_length	245
ApAA_6	PCR_chimera	51
ApAA_6	ambiguous_deletion	9
ApAA_7	full_length	872
ApAA_7	spacer_not_cloned	65
ApAA_7	PCR_chimera	4
ApAA_7	ambiguous_deletion	1
ApAA_8	full_length	263
ApAA_8	spacer_not_cloned	26
ApAA_8	PCR_chimera	7
ApAA_9	PCR_chimera	121
ApAA_9	full_length	75
ApAA_9	spacer_not_cloned	5
ApAB_1	full_length	847
ApAB_1	ambiguous_deletion	75
ApAB_1	PCR_chimera	42
ApAB_1	spacer_not_cloned	38
ApAB_10	full_length	171
ApAB_10	PCR_chimera	154
ApAB_10	spacer_not_cloned	71
ApAB_10	ambiguous_deletion	3
ApAB_2	full_length	250
ApAB_2	PCR_chimera	173
ApAB_2	ambiguous_deletion	5
ApAB_3	full_length	293
ApAB_3	PCR_chimera	185
ApAB_3	spacer_not_cloned	12
ApAB_3	ambiguous_deletion	9
ApAB_4	full_length	769
ApAB_4	PCR_chimera	106
ApAB_4	ambiguous_deletion	50
ApAB_4	spliced-GTACAA_132_CCTCGA_261	1
ApAB_5	full_length	173
ApAB_5	ambiguous_deletion	39
ApAB_5	spacer_not_cloned	12
ApAB_5	PCR_chimera	2
ApAB_6	full_length	340
ApAB_6	spacer_not_cloned	26
ApAB_6	PCR_chimera	6
ApAB_6	ambiguous_deletion	2
ApAB_7	full_length	253
ApAB_7	ambiguous_deletion	9
ApAB_7	PCR_chimera	3
ApAB_8	full_length	130
ApAB_8	PCR_chimera	38
ApAB_8	spacer_not_cloned	27
ApAB_8	ambiguous_deletion	2
ApAB_9	full_length	215
ApAB_9	spacer_not_cloned	36
ApAB_9	ambiguous_deletion	29
ApAB_9	PCR_chimera	4
ApAL_1	full_length	147
ApAL_1	PCR_chimera	44
ApAL_1	spacer_not_cloned	8
ApAL_10	full_length	410
ApAL_10	PCR_chimera	31
ApAL_10	spacer_not_cloned	12
ApAL_10	ambiguous_deletion	2
ApAL_2	full_length	74
ApAL_2	PCR_chimera	28
ApAL_2	spacer_not_cloned	1
ApAL_3	full_length	210
ApAL_3	spacer_not_cloned	36
ApAL_3	PCR_chimera	5
ApAL_3	ambiguous_deletion	3
ApAL_4	full_length	244
ApAL_4	PCR_chimera	3
ApAL_4	ambiguous_deletion	1
ApAL_5	full_length	540
ApAL_5	spacer_not_cloned	28
ApAL_5	PCR_chimera	4
ApAL_5	ambiguous_deletion	4
ApAL_6	full_length	500
ApAL_6	PCR_chimera	4
ApAL_6	ambiguous_deletion	1
ApAL_7	full_length	292
ApAL_7	spacer_not_cloned	84
ApAL_7	ambiguous_deletion	60
ApAL_7	PCR_chimera	6
ApAL_8	full_length	228
ApAL_8	spacer_not_cloned	19
ApAL_8	PCR_chimera	2
ApAL_8	ambiguous_deletion	2
ApAL_9	full_length	234
ApAL_9	spacer_not_cloned	3
ApAL_9	PCR_chimera	1
ApAS_1	full_length	119
ApAS_1	PCR_chimera	17
ApAS_1	ambiguous_deletion	2
ApAS_10	full_length	393
ApAS_10	PCR_chimera	13
ApAS_10	ambiguous_deletion	5
ApAS_10	spacer_not_cloned	2
ApAS_2	full_length	379
ApAS_2	spacer_not_cloned	20
ApAS_2	ambiguous_deletion	7
ApAS_2	PCR_chimera	3
ApAS_3	full_length	336
ApAS_3	ambiguous_deletion	4
ApAS_3	PCR_chimera	3
ApAS_4	full_length	108
ApAS_4	spacer_not_cloned	6
ApAS_4	ambiguous_deletion	1
ApAS_5	full_length	813
ApAS_5	spacer_not_cloned	38
ApAS_5	PCR_chimera	7
ApAS_5	ambiguous_deletion	7
ApAS_6	full_length	831
ApAS_6	ambiguous_deletion	62
ApAS_6	PCR_chimera	7
ApAS_6	spacer_not_cloned	3
ApAS_7	full_length	745
ApAS_7	PCR_chimera	57
ApAS_7	spacer_not_cloned	13
ApAS_7	ambiguous_deletion	5
ApAS_8	full_length	866
ApAS_8	PCR_chimera	9
ApAS_8	ambiguous_deletion	9
ApAS_9	full_length	281
ApAS_9	spacer_not_cloned	65
ApAS_9	PCR_chimera	3
ApAS_9	ambiguous_deletion	1
ApAp_1	full_length	351
ApAp_1	ambiguous_deletion	31
ApAp_1	PCR_chimera	7
ApAp_10	full_length	440
ApAp_10	PCR_chimera	62
ApAp_10	spacer_not_cloned	31
ApAp_10	ambiguous_deletion	7
ApAp_2	full_length	886
ApAp_2	ambiguous_deletion	11
ApAp_2	PCR_chimera	6
ApAp_3	full_length	129
ApAp_3	PCR_chimera	2
ApAp_3	ambiguous_deletion	1
ApAp_4	full_length	419
ApAp_4	PCR_chimera	131
ApAp_4	ambiguous_deletion	30
ApAp_4	spacer_not_cloned	9
ApAp_5	full_length	68
ApAp_5	spacer_not_cloned	21
ApAp_6	full_length	232
ApAp_6	PCR_chimera	104
ApAp_6	spliced-GTACAA_132_CTCCGA_261	8
ApAp_6	ambiguous_deletion	4
ApAp_7	full_length	518
ApAp_7	PCR_chimera	179
ApAp_7	spacer_not_cloned	85
ApAp_7	ambiguous_deletion	15
ApAp_8	full_length	170
ApAp_8	spacer_not_cloned	12
ApAp_8	ambiguous_deletion	1
ApAp_9	full_length	585
ApAp_9	PCR_chimera	18
ApAp_9	ambiguous_deletion	11
ApBA_1	full_length	1609
ApBA_1	spacer_not_cloned	54
ApBA_1	ambiguous_deletion	17
ApBA_1	PCR_chimera	13
ApBA_10	full_length	790
ApBA_10	PCR_chimera	14
ApBA_10	ambiguous_deletion	12
ApBA_2	full_length	405
ApBA_2	spacer_not_cloned	23
ApBA_2	PCR_chimera	6
ApBA_2	ambiguous_deletion	5
ApBA_3	full_length	661
ApBA_3	PCR_chimera	9
ApBA_3	ambiguous_deletion	8
ApBA_4	full_length	532
ApBA_4	PCR_chimera	24
ApBA_4	ambiguous_deletion	9
ApBA_5	full_length	904
ApBA_5	PCR_chimera	87
ApBA_5	spacer_not_cloned	52
ApBA_5	ambiguous_deletion	6
ApBA_6	full_length	279
ApBA_6	PCR_chimera	26
ApBA_6	spacer_not_cloned	14
ApBA_6	ambiguous_deletion	4
ApBA_7	full_length	116
ApBA_7	ambiguous_deletion	55
ApBA_7	spacer_not_cloned	7
ApBA_7	PCR_chimera	1
ApBA_8	full_length	428
ApBA_8	PCR_chimera	17
ApBA_8	ambiguous_deletion	3
ApBA_9	full_length	422
ApBA_9	ambiguous_deletion	67
ApBA_9	PCR_chimera	8
ApBB_1	full_length	856
ApBB_1	PCR_chimera	104
ApBB_1	ambiguous_deletion	82
ApBB_10	full_length	167
