reporter	class	count
SpBB_3	full_length	93
SpBB_3	ambiguous	8
SpBB_3	chimeric	3
SpBB_4	full_length	322
SpBB_4	ambiguous	78
SpBB_4	chimeric	67
SpBB_5	full_length	100
SpBB_5	ambiguous	1
SpBB_6	full_length	79
SpBB_6	chimeric	3
SpBB_7	chimeric	94
SpBB_7	full_length	67
SpBB_8	full_length	64
SpBB_8	chimeric	3
SpBB_9	ambiguous	33
SpBB_9	full_length	29
SpBB_9	chimeric	4
SpBL_1	full_length	99
SpBL_1	ambiguous	15
SpBL_10	cannot_find_barcode	338
SpBL_2	full_length	129
SpBL_2	ambiguous	1
SpBL_3	full_length	111
SpBL_3	ambiguous	7
SpBL_4	chimeric	59
SpBL_4	full_length	17
SpBL_5	full_length	400
SpBL_5	ambiguous	41
SpBL_5	chimeric	3
SpBL_6	full_length	65
SpBL_6	ambiguous	1
SpBL_6	chimeric	1
SpBL_7	full_length	422
SpBL_7	chimeric	67
SpBL_7	ambiguous	12
SpBL_8	full_length	48
SpBL_8	chimeric	7
SpBL_9	ambiguous	7
SpBL_9	full_length	3
SpBS_1	full_length	381
SpBS_1	ambiguous	15
SpBS_1	chimeric	4
SpBS_10	full_length	681
SpBS_10	ambiguous	18
SpBS_10	chimeric	5
SpBS_2	ambiguous	47
SpBS_2	full_length	16
SpBS_2	chimeric	1
SpBS_3	full_length	193
SpBS_3	chimeric	69
SpBS_3	ambiguous	16
SpBS_4	full_length	77
SpBS_4	chimeric	29
SpBS_4	ambiguous	23
SpBS_5	full_length	317
SpBS_5	ambiguous	6
SpBS_5	chimeric	5
SpBS_6	full_length	129
SpBS_6	chimeric	1
SpBS_7	ambiguous	30
SpBS_7	full_length	27
SpBS_7	chimeric	1
SpBS_8	full_length	131
SpBS_8	ambiguous	4
SpBS_8	chimeric	4
SpBS_9	full_length	695
SpBS_9	ambiguous	40
SpBS_9	chimeric	17
SpBp_1	full_length	343
SpBp_1	ambiguous	10
SpBp_1	chimeric	1
SpBp_10	full_length	172
SpBp_10	ambiguous	4
SpBp_2	full_length	220
SpBp_2	ambiguous	5
SpBp_2	chimeric	5
SpBp_3	full_length	84
SpBp_3	chimeric	59
SpBp_3	ambiguous	16
SpBp_4	full_length	200
SpBp_4	chimeric	28
SpBp_4	ambiguous	9
SpBp_5	full_length	15
SpBp_5	chimeric	5
SpBp_6	full_length	22
SpBp_7	full_length	179
SpBp_7	chimeric	6
SpBp_7	ambiguous	1
SpBp_8	full_length	116
SpBp_8	ambiguous	13
SpBp_9	chimeric	260
SpBp_9	full_length	157
SpBp_9	ambiguous	17
SpLA_1	cannot_find_barcode	1117
SpLA_10	full_length	631
SpLA_10	ambiguous	10
SpLA_2	full_length	1550
SpLA_2	ambiguous	44
SpLA_2	chimeric	4
SpLA_3	full_length	945
SpLA_3	ambiguous	35
SpLA_3	chimeric	13
SpLA_4	full_length	2153
SpLA_4	ambiguous	49
SpLA_4	chimeric	16
SpLA_5	full_length	179
SpLA_5	ambiguous	59
SpLA_5	chimeric	24
SpLA_6	full_length	2885
SpLA_6	chimeric	171
SpLA_6	ambiguous	13
SpLA_7	full_length	1473
SpLA_7	chimeric	94
SpLA_8	full_length	125
SpLA_8	ambiguous	2
SpLA_8	chimeric	1
SpLA_9	full_length	2359
SpLA_9	ambiguous	82
SpLA_9	chimeric	12
SpLB_1	full_length	21
SpLB_1	chimeric	1
SpLB_10	full_length	395
SpLB_10	chimeric	38
SpLB_10	ambiguous	7
SpLB_2	full_length	657
SpLB_2	chimeric	59
SpLB_2	ambiguous	29
SpLB_3	full_length	93
SpLB_4	ambiguous	30
SpLB_4	full_length	15
SpLB_4	chimeric	2
SpLB_5	full_length	101
SpLB_5	chimeric	11
SpLB_6	full_length	80
SpLB_6	chimeric	2
SpLB_7	full_length	109
SpLB_7	ambiguous	1
SpLB_8	full_length	95
SpLB_8	ambiguous	16
SpLB_9	full_length	68
SpLL_1	full_length	97
SpLL_1	ambiguous	18
SpLL_10	full_length	108
SpLL_10	ambiguous	11
SpLL_10	chimeric	1
SpLL_2	ambiguous	29
SpLL_2	chimeric	8
SpLL_2	full_length	6
SpLL_3	full_length	142
SpLL_4	full_length	46
SpLL_4	ambiguous	4
SpLL_5	full_length	206
SpLL_5	ambiguous	1
SpLL_6	full_length	221
SpLL_6	ambiguous	27
SpLL_6	chimeric	9
SpLL_7	full_length	281
SpLL_7	ambiguous	3
SpLL_7	chimeric	2
SpLL_8	full_length	141
SpLL_9	full_length	47
SpLL_9	chimeric	5
SpLS_1	full_length	66
SpLS_10	full_length	343
SpLS_10	chimeric	22
SpLS_10	ambiguous	2
SpLS_2	full_length	14
SpLS_2	chimeric	1
SpLS_3	full_length	168
SpLS_3	ambiguous	1
SpLS_3	chimeric	1
SpLS_4	full_length	395
SpLS_4	ambiguous	16
SpLS_4	chimeric	7
SpLS_5	full_length	92
SpLS_5	ambiguous	3
SpLS_6	full_length	122
SpLS_6	chimeric	38
SpLS_6	ambiguous	34
SpLS_7	full_length	126
SpLS_7	chimeric	17
SpLS_7	ambiguous	2
SpLS_8	full_length	59
SpLS_8	chimeric	9
SpLS_8	ambiguous	1
SpLS_9	full_length	549
SpLS_9	ambiguous	67
SpLS_9	chimeric	31
SpLp_1	full_length	627
SpLp_1	chimeric	239
SpLp_1	ambiguous	7
SpLp_10	full_length	153
SpLp_10	chimeric	2
SpLp_10	ambiguous	1
SpLp_2	full_length	75
SpLp_2	chimeric	1
SpLp_3	full_length	88
SpLp_3	ambiguous	54
SpLp_4	full_length	105
SpLp_4	chimeric	1
SpLp_5	full_length	135
SpLp_5	chimeric	48
SpLp_5	ambiguous	8
SpLp_6	full_length	659
SpLp_6	ambiguous	4
SpLp_6	chimeric	4
SpLp_7	full_length	209
SpLp_7	ambiguous	152
SpLp_7	chimeric	3
SpLp_8	full_length	54
SpLp_8	chimeric	27
SpLp_9	full_length	193
SpLp_9	chimeric	3
SpSA_1	full_length	2020
SpSA_1	chimeric	200
SpSA_1	ambiguous	15
SpSA_10	full_length	881
SpSA_10	ambiguous	11
SpSA_2	full_length	834
SpSA_2	ambiguous	18
SpSA_2	chimeric	3
SpSA_3	full_length	1020
SpSA_3	chimeric	101
SpSA_3	ambiguous	10
SpSA_4	full_length	144
SpSA_4	chimeric	69
SpSA_4	ambiguous	1
SpSA_5	full_length	3680
SpSA_5	ambiguous	147
SpSA_5	chimeric	16
SpSA_6	full_length	415
SpSA_6	ambiguous	14
SpSA_6	chimeric	5
SpSA_7	full_length	1618
SpSA_7	ambiguous	3
SpSA_7	chimeric	3
SpSA_8	full_length	896
SpSA_8	ambiguous	3
SpSA_8	chimeric	1
SpSA_9	full_length	1281
SpSA_9	ambiguous	35
SpSA_9	chimeric	11
SpSB_1	full_length	154
SpSB_1	ambiguous	2
SpSB_1	chimeric	1
SpSB_10	full_length	310
SpSB_10	chimeric	143
SpSB_10	ambiguous	16
SpSB_2	full_length	180
SpSB_2	ambiguous	12
SpSB_2	chimeric	2
SpSB_3	full_length	237
SpSB_3	ambiguous	5
SpSB_3	chimeric	1
SpSB_4	full_length	168
SpSB_4	chimeric	2
SpSB_5	full_length	522
SpSB_5	chimeric	57
SpSB_6	full_length	190
SpSB_6	chimeric	120
SpSB_6	ambiguous	1
SpSB_7	full_length	5
SpSB_7	ambiguous	3
SpSB_8	full_length	285
SpSB_8	ambiguous	74
SpSB_8	chimeric	1
SpSB_9	full_length	77
SpSB_9	chimeric	32
SpSB_9	ambiguous	10
SpSL_1	full_length	358
SpSL_1	ambiguous	17
SpSL_1	chimeric	5
SpSL_10	full_length	247
SpSL_10	chimeric	122
SpSL_2	full_length	194
SpSL_2	chimeric	17
SpSL_2	ambiguous	15
SpSL_3	full_length	303
SpSL_3	chimeric	182
SpSL_3	ambiguous	3
SpSL_4	full_length	229
SpSL_4	ambiguous	21
SpSL_4	chimeric	1
SpSL_5	full_length	18
SpSL_5	chimeric	1
SpSL_6	full_length	159
SpSL_6	ambiguous	18
SpSL_6	chimeric	15
SpSL_7	full_length	197
SpSL_7	ambiguous	2
SpSL_7	chimeric	1
SpSL_8	full_length	97
SpSL_8	ambiguous	12
SpSL_8	RT_error	1
SpSL_8	chimeric	1
SpSL_9	full_length	541
SpSL_9	chimeric	43
SpSL_9	ambiguous	25
SpSS_1	chimeric	14
SpSS_1	full_length	10
SpSS_10	full_length	113
SpSS_10	ambiguous	3
SpSS_10	chimeric	1
SpSS_2	full_length	49
SpSS_2	ambiguous	21
SpSS_2	chimeric	7
SpSS_3	full_length	56
SpSS_3	ambiguous	33
SpSS_3	chimeric	7
SpSS_4	full_length	136
SpSS_4	ambiguous	51
SpSS_4	chimeric	6
SpSS_5	ambiguous	25
SpSS_5	full_length	20
SpSS_5	chimeric	1
SpSS_6	full_length	68
SpSS_6	chimeric	2
SpSS_7	full_length	598
SpSS_7	ambiguous	5
SpSS_7	chimeric	2
SpSS_8	full_length	148
SpSS_8	chimeric	8
SpSS_8	ambiguous	3
SpSS_9	full_length	4
SpSS_9	chimeric	2
SpSp_1	full_length	37
SpSp_1	chimeric	28
SpSp_1	ambiguous	1
SpSp_10	full_length	58
SpSp_10	chimeric	1
SpSp_2	full_length	226
SpSp_2	chimeric	11
SpSp_2	ambiguous	6
SpSp_3	full_length	258
SpSp_3	ambiguous	16
SpSp_3	chimeric	2
SpSp_4	full_length	273
SpSp_4	chimeric	26
SpSp_4	ambiguous	2
SpSp_5	chimeric	89
SpSp_5	full_length	86
SpSp_5	ambiguous	6
SpSp_6	full_length	240
SpSp_6	ambiguous	44
SpSp_7	full_length	223
SpSp_7	chimeric	30
SpSp_7	ambiguous	2
SpSp_8	full_length	58
SpSp_9	full_length	52
SpSp_9	chimeric	13
SppA_1	full_length	688
SppA_1	ambiguous	36
SppA_1	chimeric	4
SppA_10	full_length	2223
SppA_10	chimeric	156
SppA_10	ambiguous	72
SppA_2	full_length	293
SppA_2	ambiguous	4
SppA_2	chimeric	1
SppA_3	full_length	135
SppA_3	ambiguous	34
SppA_3	chimeric	1
SppA_4	full_length	611
SppA_4	chimeric	4
SppA_4	ambiguous	1
SppA_5	full_length	2033
SppA_5	ambiguous	41
SppA_5	chimeric	20
SppA_6	full_length	3602
SppA_6	chimeric	83
SppA_6	ambiguous	24
SppA_7	full_length	444
SppA_7	ambiguous	98
SppA_7	chimeric	1
SppA_8	cannot_find_barcode	1083
SppA_8	full_length	280
SppA_8	chimeric	98
SppA_8	ambiguous	28
SppA_9	full_length	710
SppA_9	chimeric	129
SppA_9	ambiguous	3
SppB_1	full_length	89
SppB_1	ambiguous	8
SppB_1	chimeric	3
SppB_10	chimeric	22
SppB_10	full_length	19
SppB_2	full_length	35
SppB_2	chimeric	6
SppB_2	ambiguous	3
SppB_3	full_length	85
SppB_3	chimeric	22
SppB_3	ambiguous	21
SppB_4	full_length	111
SppB_4	ambiguous	1
SppB_4	chimeric	1
SppB_5	full_length	28
SppB_5	ambiguous	14
SppB_6	full_length	16
SppB_6	chimeric	3
SppB_6	ambiguous	2
SppB_7	full_length	100
SppB_7	ambiguous	9
SppB_7	chimeric	3
SppB_8	full_length	29
SppB_8	chimeric	8
SppB_8	ambiguous	6
SppB_9	full_length	150
SppB_9	chimeric	10
SppB_9	ambiguous	9
SppL_1	full_length	609
SppL_1	ambiguous	22
SppL_1	chimeric	16
SppL_1	RT_error	2
SppL_10	full_length	54
SppL_10	chimeric	16
SppL_10	ambiguous	1
SppL_2	full_length	152
SppL_2	ambiguous	57
SppL_2	chimeric	23
SppL_3	full_length	715
SppL_3	chimeric	23
SppL_3	ambiguous	1
SppL_4	full_length	223
SppL_4	chimeric	26
SppL_5	full_length	56
SppL_5	ambiguous	1
SppL_6	full_length	84
SppL_6	chimeric	80
SppL_7	full_length	659
SppL_7	chimeric	167
SppL_7	ambiguous	2
SppL_8	cannot_find_barcode	366
SppL_9	full_length	138
SppL_9	chimeric	16
SppL_9	ambiguous	7
SppS_1	full_length	256
SppS_1	chimeric	17
SppS_1	ambiguous	5
SppS_10	full_length	208
SppS_10	chimeric	3
SppS_10	ambiguous	2
SppS_2	full_length	279
SppS_2	ambiguous	40
SppS_2	chimeric	29
SppS_3	full_length	344
SppS_3	chimeric	16
SppS_3	ambiguous	4
SppS_4	full_length	316
SppS_4	ambiguous	19
SppS_4	chimeric	1
SppS_5	full_length	258
SppS_5	chimeric	19
SppS_5	ambiguous	5
SppS_6	full_length	38
SppS_6	ambiguous	7
SppS_7	full_length	183
SppS_7	chimeric	8
SppS_7	ambiguous	3
SppS_8	full_length	270
SppS_8	chimeric	23
SppS_8	ambiguous	5
SppS_9	full_length	375
SppS_9	chimeric	64
SppS_9	ambiguous	31
Sppp_1	full_length	233
Sppp_1	chimeric	20
Sppp_1	ambiguous	3
Sppp_10	full_length	174
Sppp_10	ambiguous	45
Sppp_10	chimeric	7
Sppp_2	full_length	52
Sppp_2	chimeric	15
Sppp_2	ambiguous	6
Sppp_3	full_length	222
Sppp_3	ambiguous	26
Sppp_3	chimeric	3
Sppp_4	full_length	78
Sppp_4	chimeric	4
Sppp_5	full_length	179
Sppp_5	ambiguous	3
Sppp_5	chimeric	3
Sppp_6	full_length	123
Sppp_6	chimeric	13
Sppp_6	ambiguous	12
Sppp_7	full_length	312
Sppp_7	chimeric	11
Sppp_7	ambiguous	5
Sppp_8	full_length	37
Sppp_8	ambiguous	20
Sppp_9	full_length	115
Sppp_9	chimeric	30
Sppp_9	ambiguous	15
none	cannot_find_barcode	318423
pAAA_1	full_length	315
pAAA_1	ambiguous	136
pAAA_1	chimeric	2
pAAA_10	full_length	304
pAAA_10	chimeric	6
pAAA_10	ambiguous	1
pAAA_2	full_length	397
pAAA_2	ambiguous	2
pAAA_2	chimeric	2
pAAA_3	full_length	174
pAAA_3	ambiguous	2
pAAA_3	chimeric	1
pAAA_4	full_length	655
pAAA_4	chimeric	1
pAAA_5	full_length	162
pAAA_5	ambiguous	79
pAAA_5	chimeric	11
pAAA_6	full_length	545
pAAA_6	ambiguous	23
pAAA_6	chimeric	4
pAAA_7	full_length	312
pAAA_7	ambiguous	27
pAAA_8	full_length	398
pAAA_8	ambiguous	24
pAAA_9	full_length	2
pAAB_1	full_length	595
pAAB_1	ambiguous	34
pAAB_1	chimeric	32
pAAB_10	full_length	1328
pAAB_10	chimeric	26
pAAB_10	ambiguous	5
pAAB_2	full_length	957
pAAB_2	chimeric	44
pAAB_2	ambiguous	5
pAAB_3	full_length	157
pAAB_3	chimeric	18
pAAB_4	full_length	197
pAAB_4	ambiguous	24
pAAB_4	chimeric	6
pAAB_5	full_length	851
pAAB_5	chimeric	18
pAAB_6	full_length	441
pAAB_6	ambiguous	50
pAAB_6	chimeric	22
pAAB_7	full_length	680
pAAB_7	ambiguous	40
pAAB_7	chimeric	17
pAAB_8	full_length	396
pAAB_8	ambiguous	59
pAAB_8	chimeric	1
pAAB_9	full_length	1289
pAAB_9	chimeric	33
pAAB_9	ambiguous	7
pAAL_1	full_length	41
pAAL_10	full_length	646
pAAL_10	ambiguous	77
pAAL_10	chimeric	49
pAAL_2	full_length	153
pAAL_2	ambiguous	21
pAAL_3	full_length	301
pAAL_3	chimeric	174
pAAL_4	full_length	271
pAAL_4	chimeric	1
pAAL_5	full_length	651
pAAL_5	ambiguous	31
pAAL_5	chimeric	2
pAAL_6	full_length	1070
pAAL_6	chimeric	1044
pAAL_6	ambiguous	6
pAAL_7	full_length	470
pAAL_7	ambiguous	11
pAAL_7	chimeric	1
pAAL_8	full_length	89
pAAL_9	full_length	92
pAAL_9	ambiguous	35
pAAL_9	chimeric	9
pAAS_1	full_length	196
pAAS_1	ambiguous	1
pAAS_1	chimeric	1
pAAS_10	full_length	512
pAAS_10	chimeric	5
pAAS_10	ambiguous	3
pAAS_2	full_length	206
pAAS_2	ambiguous	5
pAAS_2	chimeric	1
pAAS_3	full_length	428
pAAS_3	ambiguous	1
pAAS_4	full_length	431
pAAS_4	ambiguous	4
pAAS_4	chimeric	2
pAAS_5	full_length	425
pAAS_5	chimeric	52
pAAS_5	ambiguous	50
pAAS_6	full_length	3
pAAS_7	full_length	460
pAAS_7	ambiguous	2
pAAS_7	chimeric	1
pAAS_8	full_length	110
pAAS_8	chimeric	7
pAAS_9	full_length	128
pAAS_9	chimeric	2
pAAp_1	ambiguous	66
pAAp_1	full_length	19
pAAp_10	full_length	309
pAAp_10	ambiguous	208
pAAp_10	chimeric	17
pAAp_2	full_length	167
pAAp_2	ambiguous	1
pAAp_3	full_length	113
pAAp_3	ambiguous	5
pAAp_3	chimeric	1
pAAp_4	full_length	218
pAAp_4	ambiguous	58
pAAp_4	chimeric	6
pAAp_5	full_length	136
pAAp_5	ambiguous	103
pAAp_5	chimeric	3
pAAp_6	full_length	168
pAAp_6	ambiguous	25
pAAp_6	chimeric	2
pAAp_7	full_length	256
pAAp_7	ambiguous	4
pAAp_7	chimeric	4
pAAp_8	full_length	928
pAAp_8	ambiguous	39
pAAp_8	chimeric	10
pAAp_9	full_length	330
pAAp_9	ambiguous	45
pAAp_9	chimeric	41
pABA_1	full_length	1086
pABA_1	ambiguous	151
pABA_1	chimeric	103
pABA_10	full_length	1991
pABA_10	chimeric	15
pABA_10	ambiguous	4
pABA_2	full_length	462
pABA_2	chimeric	2
pABA_2	ambiguous	1
pABA_3	full_length	1376
pABA_3	chimeric	130
pABA_3	ambiguous	17
pABA_4	full_length	478
pABA_4	ambiguous	3
pABA_5	full_length	535
pABA_5	ambiguous	3
pABA_6	full_length	174
pABA_6	ambiguous	48
pABA_6	chimeric	1
pABA_7	full_length	484
pABA_7	ambiguous	10
pABA_7	chimeric	4
pABA_8	full_length	820
pABA_8	chimeric	13
pABA_8	ambiguous	3
pABA_9	full_length	1616
pABA_9	ambiguous	30
pABA_9	chimeric	23
pABB_1	full_length	598
pABB_1	ambiguous	33
pABB_1	chimeric	22
pABB_10	full_length	26
pABB_10	chimeric	3
pABB_2	full_length	229
pABB_2	chimeric	46
pABB_2	ambiguous	12
pABB_3	full_length	121
pABB_3	ambiguous	32
pABB_3	chimeric	31
pABB_4	full_length	64
pABB_4	ambiguous	13
pABB_4	chimeric	2
pABB_5	full_length	392
pABB_5	chimeric	6
pABB_5	ambiguous	4
pABB_6	full_length	274
pABB_7	full_length	591
pABB_7	ambiguous	45
pABB_7	chimeric	24
pABB_8	full_length	745
pABB_8	chimeric	6
pABB_8	ambiguous	3
pABB_9	full_length	515
pABB_9	chimeric	145
pABB_9	ambiguous	69
pABL_1	full_length	591
pABL_1	chimeric	95
pABL_1	ambiguous	6
pABL_10	full_length	301
pABL_10	chimeric	9
pABL_10	ambiguous	7
pABL_2	full_length	1114
pABL_2	chimeric	58
pABL_2	ambiguous	41
pABL_3	full_length	530
pABL_3	chimeric	74
pABL_3	ambiguous	5
pABL_4	full_length	243
pABL_4	ambiguous	31
pABL_5	full_length	1444
pABL_5	chimeric	89
pABL_5	ambiguous	8
pABL_6	full_length	502
pABL_6	chimeric	55
pABL_6	ambiguous	10
pABL_7	ambiguous	2710
pABL_7	full_length	208
pABL_7	chimeric	3
pABL_8	full_length	61
pABL_8	ambiguous	32
pABL_9	full_length	499
pABL_9	chimeric	68
pABS_1	full_length	165
pABS_1	ambiguous	98
pABS_10	full_length	53
pABS_10	chimeric	52
pABS_10	ambiguous	10
pABS_2	full_length	437
pABS_2	chimeric	13
pABS_2	ambiguous	2
pABS_3	full_length	421
pABS_3	ambiguous	110
pABS_3	chimeric	7
pABS_4	full_length	1347
pABS_4	chimeric	12
pABS_4	ambiguous	9
pABS_5	full_length	174
pABS_5	chimeric	6
pABS_5	ambiguous	2
pABS_6	full_length	398
pABS_6	chimeric	186
pABS_6	ambiguous	38
pABS_7	full_length	582
pABS_7	chimeric	10
pABS_7	ambiguous	2
pABS_8	full_length	628
pABS_8	chimeric	16
pABS_8	ambiguous	5
pABS_9	full_length	131
pABS_9	chimeric	15
pABS_9	ambiguous	1
pABp_1	full_length	484
pABp_1	chimeric	28
pABp_1	ambiguous	9
pABp_10	full_length	210
pABp_10	chimeric	87
pABp_10	ambiguous	9
pABp_2	full_length	169
pABp_2	chimeric	40
pABp_2	ambiguous	1
pABp_3	full_length	23
pABp_4	full_length	197
pABp_4	chimeric	28
pABp_4	ambiguous	16
pABp_5	full_length	463
pABp_5	chimeric	141
pABp_5	ambiguous	12
pABp_6	full_length	50
pABp_6	ambiguous	30
pABp_7	full_length	336
pABp_7	ambiguous	13
pABp_7	chimeric	1
pABp_8	full_length	85
pABp_8	ambiguous	48
pABp_8	chimeric	1
pABp_9	full_length	54
pABp_9	chimeric	23
pABp_9	ambiguous	13
pALA_1	full_length	758
pALA_1	chimeric	6
pALA_1	ambiguous	1
pALA_10	full_length	778
pALA_10	chimeric	16
pALA_10	ambiguous	1
pALA_2	full_length	245
pALA_2	ambiguous	32
pALA_2	chimeric	2
pALA_3	full_length	249
pALA_3	ambiguous	32
pALA_3	chimeric	1
pALA_4	full_length	175
pALA_4	chimeric	1
pALA_5	full_length	1026
pALA_5	ambiguous	41
pALA_5	chimeric	21
pALA_6	full_length	509
pALA_6	chimeric	37
pALA_6	ambiguous	1
pALA_7	full_length	432
pALA_7	ambiguous	92
pALA_7	chimeric	2
pALA_8	full_length	1158
pALA_8	chimeric	9
pALA_8	ambiguous	4
pALA_9	full_length	378
pALA_9	ambiguous	19
pALA_9	chimeric	6
pALB_1	full_length	57
pALB_10	full_length	885
pALB_10	chimeric	28
pALB_10	ambiguous	3
pALB_10	RT_error	1
pALB_2	full_length	290
pALB_2	ambiguous	109
pALB_2	chimeric	20
pALB_3	full_length	177
pALB_3	ambiguous	1
pALB_4	full_length	143
pALB_4	chimeric	43
pALB_4	ambiguous	39
pALB_5	full_length	345
pALB_5	ambiguous	33
pALB_6	full_length	991
pALB_6	ambiguous	30
pALB_6	chimeric	6
pALB_7	full_length	450
pALB_7	ambiguous	22
pALB_7	chimeric	2
pALB_8	full_length	459
pALB_8	chimeric	56
pALB_8	ambiguous	8
pALB_9	full_length	735
pALB_9	ambiguous	16
pALB_9	chimeric	4
pALL_1	full_length	330
pALL_10	full_length	179
pALL_10	chimeric	1
pALL_2	full_length	191
pALL_2	chimeric	17
pALL_3	chimeric	19
pALL_3	full_length	15
pALL_4	full_length	106
pALL_4	chimeric	31
pALL_4	ambiguous	15
pALL_5	full_length	47
pALL_5	ambiguous	23
pALL_6	full_length	588
pALL_6	ambiguous	1
pALL_6	chimeric	1
pALL_7	full_length	121
pALL_7	ambiguous	1
pALL_8	full_length	299
pALL_8	chimeric	19
pALL_8	ambiguous	4
pALL_9	full_length	507
pALL_9	ambiguous	33
pALL_9	chimeric	17
pALS_1	full_length	233
pALS_1	ambiguous	62
pALS_1	chimeric	1
pALS_10	full_length	492
pALS_10	chimeric	6
pALS_10	ambiguous	2
pALS_2	full_length	427
pALS_2	chimeric	9
pALS_3	full_length	453
pALS_3	chimeric	147
pALS_3	ambiguous	26
pALS_4	full_length	918
pALS_4	ambiguous	32
pALS_4	chimeric	18
pALS_5	full_length	257
pALS_5	chimeric	17
pALS_6	full_length	307
pALS_7	full_length	717
pALS_7	ambiguous	29
pALS_7	chimeric	8
pALS_8	chimeric	39
pALS_8	full_length	17
pALS_8	ambiguous	2
pALS_9	full_length	664
pALS_9	ambiguous	64
pALS_9	chimeric	52
pALp_1	full_length	384
pALp_1	ambiguous	99
pALp_1	chimeric	11
pALp_10	full_length	518
pALp_10	chimeric	189
pALp_10	ambiguous	33
pALp_2	full_length	272
pALp_2	chimeric	4
pALp_3	full_length	452
pALp_3	chimeric	45
pALp_3	ambiguous	14
pALp_4	full_length	68
pALp_4	chimeric	3
pALp_4	ambiguous	1
pALp_5	ambiguous	72
pALp_5	full_length	30
pALp_5	chimeric	5
pALp_6	full_length	740
pALp_6	ambiguous	5
pALp_6	chimeric	3
pALp_7	full_length	165
pALp_7	ambiguous	13
pALp_7	chimeric	5
pALp_8	full_length	50
pALp_8	chimeric	2
pALp_8	ambiguous	1
pALp_9	full_length	614
pALp_9	chimeric	73
pALp_9	ambiguous	4
pASA_1	full_length	772
pASA_1	ambiguous	14
pASA_1	chimeric	6
pASA_10	full_length	1733
pASA_10	chimeric	58
pASA_10	ambiguous	8
pASA_2	full_length	359
pASA_2	chimeric	5
pASA_3	full_length	663
pASA_3	ambiguous	48
pASA_3	chimeric	2
pASA_4	full_length	383
pASA_4	chimeric	6
pASA_5	full_length	1416
pASA_5	ambiguous	19
pASA_5	chimeric	13
pASA_6	full_length	96
pASA_6	chimeric	23
pASA_7	full_length	1676
pASA_7	chimeric	39
pASA_7	ambiguous	16
pASA_8	full_length	436
pASA_8	ambiguous	44
pASA_8	chimeric	7
pASA_9	full_length	529
pASA_9	chimeric	65
pASB_1	full_length	660
pASB_1	ambiguous	95
pASB_1	chimeric	3
pASB_10	chimeric	34
pASB_10	full_length	33
pASB_2	full_length	539
pASB_2	chimeric	8
pASB_2	ambiguous	1
pASB_3	full_length	117
pASB_3	chimeric	19
pASB_3	ambiguous	2
pASB_4	full_length	257
pASB_4	ambiguous	6
pASB_4	chimeric	5
pASB_5	full_length	110
pASB_6	full_length	907
pASB_6	chimeric	131
pASB_6	ambiguous	2
pASB_7	full_length	1390
pASB_7	chimeric	236
pASB_7	ambiguous	26
pASB_8	full_length	481
pASB_8	chimeric	115
pASB_8	ambiguous	7
pASB_9	full_length	71
pASB_9	chimeric	20
pASB_9	ambiguous	1
pASL_1	full_length	65
pASL_1	chimeric	2
pASL_1	ambiguous	1
pASL_10	full_length	129
pASL_10	ambiguous	65
pASL_2	full_length	24
pASL_3	full_length	101
pASL_3	chimeric	1
pASL_4	full_length	1071
pASL_4	ambiguous	9
pASL_4	chimeric	6
pASL_5	full_length	35
pASL_5	chimeric	33
pASL_5	ambiguous	19
pASL_6	full_length	433
pASL_6	chimeric	5
pASL_7	full_length	62
pASL_7	chimeric	2
pASL_7	ambiguous	1
pASL_8	full_length	1497
pASL_8	RT_error	14
pASL_8	chimeric	8
pASL_8	ambiguous	4
pASL_9	full_length	166
pASL_9	chimeric	28
pASS_1	full_length	409
pASS_1	ambiguous	35
pASS_1	chimeric	7
pASS_10	full_length	162
pASS_10	ambiguous	45
pASS_10	chimeric	1
pASS_2	full_length	244
pASS_2	ambiguous	131
pASS_2	chimeric	1
pASS_3	full_length	167
pASS_3	chimeric	41
pASS_3	ambiguous	1
pASS_4	full_length	289
pASS_5	cannot_find_barcode	582
pASS_6	full_length	385
pASS_6	chimeric	3
pASS_6	ambiguous	1
pASS_7	full_length	216
pASS_7	ambiguous	11
pASS_7	chimeric	1
pASS_8	full_length	333
pASS_8	chimeric	14
pASS_9	full_length	7
pASp_1	full_length	909
pASp_1	chimeric	210
pASp_1	ambiguous	4
pASp_10	full_length	116
pASp_2	full_length	781
pASp_2	chimeric	60
pASp_2	ambiguous	39
pASp_3	full_length	119
pASp_4	full_length	153
pASp_4	chimeric	16
pASp_4	ambiguous	1
pASp_5	full_length	161
pASp_5	chimeric	3
pASp_6	full_length	84
pASp_6	ambiguous	2
pASp_7	full_length	23
pASp_7	ambiguous	3
pASp_8	full_length	345
pASp_8	chimeric	63
pASp_8	ambiguous	25
pASp_9	full_length	158
pASp_9	ambiguous	1
pASp_9	chimeric	1
pApA_1	full_length	2027
pApA_1	ambiguous	66
pApA_1	chimeric	47
pApA_10	full_length	147
pApA_10	ambiguous	37
pApA_10	chimeric	1
pApA_2	full_length	734
pApA_2	chimeric	51
pApA_2	ambiguous	4
pApA_3	full_length	346
pApA_3	chimeric	34
pApA_3	ambiguous	2
pApA_4	full_length	1272
pApA_4	ambiguous	52
pApA_4	chimeric	29
pApA_5	full_length	109
pApA_5	chimeric	38
pApA_5	ambiguous	25
pApA_6	full_length	3430
pApA_6	chimeric	40
